title,link,published,summary
"UN Security Council resolution calls for more aid to Gaza, not end to hostilities - FRANCE 24 English",https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5mcmFuY2UyNC5jb20vZW4vbWlkZGxlLWVhc3QvMjAyMzEyMjItJUYwJTlGJTk0JUI0LWxpdmUtdW4tc2VjdXJpdHktY291bmNpbC1nYXphLXZvdGUtZGVsYXllZC1hZ2Fpbi11cy1zaWduYWxzLWJhY2tpbmfSAQA?oc=5,"Fri, 22 Dec 2023 08:00:00 GMT","UN Security Council resolution calls for more aid to Gaza, not end to hostilities  FRANCE 24 English"
"Palestinians must find new path from Israeli rule after war, top official says - Reuters.com",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L3BhbGVzdGluaWFucy1tdXN0LWZpbmQtbmV3LXBhdGgtaXNyYWVsaS1ydWxlLWFmdGVyLXdhci10b3Atb2ZmaWNpYWwtc2F5cy0yMDIzLTEyLTE3L9IBAA?oc=5,"Sun, 17 Dec 2023 08:00:00 GMT","Palestinians must find new path from Israeli rule after war, top official says  Reuters.com"
Ceasefire talks renewed as Gaza comes under heavy bombardment - Middle East Eye,https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVsLXBhbGVzdGluZS13YXItY2Vhc2VmaXJlLXRhbGtzLXJlbmV3ZWQtZ2F6YS1oZWF2eS1ib21iYXJkbWVudNIBAA?oc=5,"Wed, 20 Dec 2023 08:00:00 GMT",Ceasefire talks renewed as Gaza comes under heavy bombardment  Middle East Eye
Chaotic scenes as people run after lorries carrying aid in Gaza - BBC.com,https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hdi93b3JsZC1taWRkbGUtZWFzdC02Nzc0MTYxMNIBAA?oc=5,"Sun, 17 Dec 2023 08:00:00 GMT",Chaotic scenes as people run after lorries carrying aid in Gaza  BBC.com
Israel has already lost the battle in Gaza - Middle East Monitor,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMTIyMS1pc3JhZWwtaGFzLWFscmVhZHktbG9zdC10aGUtYmF0dGxlLWluLWdhemEv0gFaaHR0cHM6Ly93d3cubWlkZGxlZWFzdG1vbml0b3IuY29tLzIwMjMxMjIxLWlzcmFlbC1oYXMtYWxyZWFkeS1sb3N0LXRoZS1iYXR0bGUtaW4tZ2F6YS9hbXAv?oc=5,"Thu, 21 Dec 2023 08:00:00 GMT",Israel has already lost the battle in Gaza  Middle East Monitor
A Palestinian Revival: How to Build a New Political Order After Israel's Assault on Gaza - Foreign Affairs Magazine,https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmZvcmVpZ25hZmZhaXJzLmNvbS91bml0ZWQtc3RhdGVzL3BhbGVzdGluaWFuLXJldml2YWzSAQA?oc=5,"Mon, 18 Dec 2023 08:00:00 GMT",A Palestinian Revival: How to Build a New Political Order After Israel's Assault on Gaza  Foreign Affairs Magazine
US Plan to Empower Palestinian Authority in Gaza Faces Israeli Opposition - Voice of America - VOA News,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvdXMtcGxhbi10by1lbXBvd2VyLXBhbGVzdGluaWFuLWF1dGhvcml0eS1pbi1nYXphLWZhY2VzLWlzcmFlbGktb3Bwb3NpdGlvbi83NDA1MTc1Lmh0bWzSAXJodHRwczovL3d3dy52b2FuZXdzLmNvbS9hbXAvdXMtcGxhbi10by1lbXBvd2VyLXBhbGVzdGluaWFuLWF1dGhvcml0eS1pbi1nYXphLWZhY2VzLWlzcmFlbGktb3Bwb3NpdGlvbi83NDA1MTc1Lmh0bWw?oc=5,"Tue, 19 Dec 2023 08:00:00 GMT",US Plan to Empower Palestinian Authority in Gaza Faces Israeli Opposition  Voice of America - VOA News
"Gazan hospital damaged in Israel raid, army says weapons seized - Reuters.com",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2dhemFuLWhvc3BpdGFsLWRhbWFnZWQtaXNyYWVsLXJhaWQtYXJteS1zYXlzLXdlYXBvbnMtc2VpemVkLTIwMjMtMTItMTYv0gEA?oc=5,"Sun, 17 Dec 2023 08:00:00 GMT","Gazan hospital damaged in Israel raid, army says weapons seized  Reuters.com"
Starbucks blames 'misrepresentation' after Israel Gaza protests - BBC.com,https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy02Nzc3NzUwNtIBLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy02Nzc3NzUwNi5hbXA?oc=5,"Wed, 20 Dec 2023 08:00:00 GMT",Starbucks blames 'misrepresentation' after Israel Gaza protests  BBC.com
Netanyahu wanted to 'collapse' Hamas. This war could collapse Israel - Middle East Eye,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L29waW5pb24vaXNyYWVsLXBhbGVzdGluZS13YXItbmV0YW55YWh1LWNvbGxhcHNlLWhhbWFzLW5vLWxvbmdlctIBAA?oc=5,"Fri, 22 Dec 2023 08:00:00 GMT",Netanyahu wanted to 'collapse' Hamas. This war could collapse Israel  Middle East Eye
"""The risk of regional spillover"" of conflict in Middle East remains high, ASG Khiari tells Security Council | Department of ... - Department of Political and Peacebuilding Affairs",https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vZHBwYS51bi5vcmcvZW4vbXRnLXNjLTk1MjItYXNnLWtoaWFyaS1vcHQtMjktZGVjLTIwMjPSAQA?oc=5,"Fri, 29 Dec 2023 08:00:00 GMT","""The risk of regional spillover"" of conflict in Middle East remains high, ASG Khiari tells Security Council | Department of ...  Department of Political and Peacebuilding Affairs"
Remarks at a UN Security Council Briefing on the Situation in the Middle East - United States Mission to the United Nations,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vdXN1bi51c21pc3Npb24uZ292L3JlbWFya3MtYXQtYS11bi1zZWN1cml0eS1jb3VuY2lsLWJyaWVmaW5nLW9uLXRoZS1zaXR1YXRpb24taW4tdGhlLW1pZGRsZS1lYXN0LTI0L9IBAA?oc=5,"Fri, 29 Dec 2023 08:00:00 GMT",Remarks at a UN Security Council Briefing on the Situation in the Middle East  United States Mission to the United Nations
"Israel pounds central Gaza, thousands of Palestinians try to escape - Reuters.com",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L3Zlc3NlbC1uZWFyLXllbWVuLXNhaWQtcmVwb3J0LWRyb25lcy1leHBsb3Npb25zLXJlZC1zZWEtMjAyMy0xMi0yNi_SAQA?oc=5,"Wed, 27 Dec 2023 08:00:00 GMT","Israel pounds central Gaza, thousands of Palestinians try to escape  Reuters.com"
Biden Struggles to Contain Israel-Hamas War as Conflict Spreads on Multiple Fronts - Voice of America - VOA News,https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvYmlkZW4tc3RydWdnbGVzLXRvLWNvbnRhaW4taXNyYWVsLWhhbWFzLXdhci1hcy1jb25mbGljdC1zcHJlYWRzLzc0MTUwNzkuaHRtbNIBaGh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2FtcC9iaWRlbi1zdHJ1Z2dsZXMtdG8tY29udGFpbi1pc3JhZWwtaGFtYXMtd2FyLWFzLWNvbmZsaWN0LXNwcmVhZHMvNzQxNTA3OS5odG1s?oc=5,"Wed, 27 Dec 2023 08:00:00 GMT",Biden Struggles to Contain Israel-Hamas War as Conflict Spreads on Multiple Fronts  Voice of America - VOA News
Fears are rising of a widened Middle East war and US troops are in the firing line - CNN,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8xMi8yNy9wb2xpdGljcy9mZWFycy1taWRkbGUtZWFzdC13YXItYmlkZW4vaW5kZXguaHRtbNIBR2h0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjMvMTIvMjcvcG9saXRpY3MvZmVhcnMtbWlkZGxlLWVhc3Qtd2FyLWJpZGVu?oc=5,"Wed, 27 Dec 2023 08:00:00 GMT",Fears are rising of a widened Middle East war and US troops are in the firing line  CNN
The year everything (and nothing) changed in the Middle East - The Economist,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmVjb25vbWlzdC5jb20vbWlkZGxlLWVhc3QtYW5kLWFmcmljYS8yMDIzLzEyLzI5L3RoZS15ZWFyLWV2ZXJ5dGhpbmctYW5kLW5vdGhpbmctY2hhbmdlZC1pbi10aGUtbWlkZGxlLWVhc3TSAQA?oc=5,"Fri, 29 Dec 2023 08:00:00 GMT",The year everything (and nothing) changed in the Middle East  The Economist
Blinken expected to visit Middle East next week for talks on Gaza war - Axios,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDIzLzEyLzI3L2JsaW5rZW4tbWlkZGxlLWVhc3QtdmlzaXQtZ2F6YS13YXItaXNyYWVs0gEA?oc=5,"Wed, 27 Dec 2023 08:00:00 GMT",Blinken expected to visit Middle East next week for talks on Gaza war  Axios
Middle East 2023: War instead of 'era of peace' - DW (English),https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3LmR3LmNvbS9lbi9taWRkbGUtZWFzdC0yMDIzLXdhci1pbnN0ZWFkLW9mLWVyYS1vZi1wZWFjZS9hLTY3ODI3OTIw0gFNaHR0cHM6Ly9hbXAuZHcuY29tL2VuL21pZGRsZS1lYXN0LTIwMjMtd2FyLWluc3RlYWQtb2YtZXJhLW9mLXBlYWNlL2EtNjc4Mjc5MjA?oc=5,"Thu, 28 Dec 2023 08:00:00 GMT",Middle East 2023: War instead of 'era of peace'  DW (English)
Israel-Gaza war: Benjamin Netanyahu says Israel paying 'heavy price' - BBC.com,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NzgxNDQ3NdIBN2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NzgxNDQ3NS5hbXA?oc=5,"Sun, 24 Dec 2023 08:00:00 GMT",Israel-Gaza war: Benjamin Netanyahu says Israel paying 'heavy price'  BBC.com
Diplomacy Must Prevail in Israel-Hizbollah Conflict - Crisis Group,https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmNyaXNpc2dyb3VwLm9yZy9taWRkbGUtZWFzdC1ub3J0aC1hZnJpY2EvZWFzdC1tZWRpdGVycmFuZWFuLW1lbmEvbGViYW5vbi1pc3JhZWxwYWxlc3RpbmUvZGlwbG9tYWN5LW11c3QtcHJldmFpbNIBAA?oc=5,"Fri, 29 Dec 2023 08:00:00 GMT",Diplomacy Must Prevail in Israel-Hizbollah Conflict  Crisis Group
Escalating tensions between Israel and Hezbollah grow fears of wider outbreak of war - PBS NewsHour,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LnBicy5vcmcvbmV3c2hvdXIvc2hvdy9vbmdvaW5nLWZpZ2h0aW5nLWJldHdlZW4taXNyYWVsLWFuZC1oZXpib2xsYWgtcmFpc2VzLWZlYXJzLW9mLWEtd2lkZXItbWlkZGxlLWVhc3Qtd2Fy0gF7aHR0cHM6Ly93d3cucGJzLm9yZy9uZXdzaG91ci9hbXAvc2hvdy9vbmdvaW5nLWZpZ2h0aW5nLWJldHdlZW4taXNyYWVsLWFuZC1oZXpib2xsYWgtcmFpc2VzLWZlYXJzLW9mLWEtd2lkZXItbWlkZGxlLWVhc3Qtd2Fy?oc=5,"Thu, 28 Dec 2023 08:00:00 GMT",Escalating tensions between Israel and Hezbollah grow fears of wider outbreak of war  PBS NewsHour
The Ruined Landscape of Gaza After Nearly Three Months of Bombing - The Wall Street Journal,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3Lndzai5jb20vd29ybGQvbWlkZGxlLWVhc3QvZ2F6YS1kZXN0cnVjdGlvbi1ib21iaW5nLWlzcmFlbC1hYTUyODU0MtIBAA?oc=5,"Sat, 30 Dec 2023 08:00:00 GMT",The Ruined Landscape of Gaza After Nearly Three Months of Bombing  The Wall Street Journal
How do Palestinians factor into Israel’s vision for the Middle East? - Al Jazeera English,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vcHJvZ3JhbS90aGUtYm90dG9tLWxpbmUvMjAyMy8xMi8zMC9ob3ctZG8tcGFsZXN0aW5pYW5zLWZhY3Rvci1pbnRvLWlzcmFlbHMtdmlzaW9uLWZvci10aGUtbWlkZGxlLWVhc3TSAYMBaHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvcHJvZ3JhbS90aGUtYm90dG9tLWxpbmUvMjAyMy8xMi8zMC9ob3ctZG8tcGFsZXN0aW5pYW5zLWZhY3Rvci1pbnRvLWlzcmFlbHMtdmlzaW9uLWZvci10aGUtbWlkZGxlLWVhc3Q?oc=5,"Sat, 30 Dec 2023 08:00:00 GMT",How do Palestinians factor into Israel’s vision for the Middle East?  Al Jazeera English
Security Council discusses crisis in the Middle East; UN chief warns of conflict's 'further spillover' - UN News,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbmV3cy51bi5vcmcvZW4vc3RvcnkvMjAyMy8xMi8xMTQ1MTgy0gEA?oc=5,"Fri, 29 Dec 2023 08:00:00 GMT",Security Council discusses crisis in the Middle East; UN chief warns of conflict's 'further spillover'  UN News
"Hamas, Islamic Jihad reject Gaza gov. overhaul for permanent ceasefire, Egyptian sources say - Reuters.com",https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS93b3JsZC9taWRkbGUtZWFzdC9oYW1hcy1pc2xhbWljLWppaGFkLXJlamVjdC1naXZpbmctdXAtcG93ZXItcmV0dXJuLXBlcm1hbmVudC1jZWFzZWZpcmUtZWd5cHRpYW4tMjAyMy0xMi0yNS_SAQA?oc=5,"Mon, 25 Dec 2023 08:00:00 GMT","Hamas, Islamic Jihad reject Gaza gov. overhaul for permanent ceasefire, Egyptian sources say  Reuters.com"
Israel prepares for a long war in Gaza - The Economist,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmVjb25vbWlzdC5jb20vbWlkZGxlLWVhc3QtYW5kLWFmcmljYS8yMDIzLzEyLzMwL2lzcmFlbC1wcmVwYXJlcy1mb3ItYS1sb25nLXdhci1pbi1nYXph0gEA?oc=5,"Sat, 30 Dec 2023 08:00:00 GMT",Israel prepares for a long war in Gaza  The Economist
"Gaza war to last months, Israel army chief says; escalation alarms UN - Reuters.com",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L25ldGFueWFodS12b3dzLW5vLWxldC11cC13YXItdW4td29ya2VyLXNheXMtZ2F6YW5zLWhhdmUtbm8tcGxhY2UtZ28tMjAyMy0xMi0yNS_SAQA?oc=5,"Tue, 26 Dec 2023 08:00:00 GMT","Gaza war to last months, Israel army chief says; escalation alarms UN  Reuters.com"
Security Council discusses crisis in the Middle East; UN chief warns of conflict's 'further spillover' | Department of ... - Department of Political and Peacebuilding Affairs,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vZHBwYS51bi5vcmcvZW4vc2VjdXJpdHktY291bmNpbC1kaXNjdXNzZXMtY3Jpc2lzLW1pZGRsZS1lYXN0LXVuLWNoaWVmLXdhcm5zLW9mLWNvbmZsaWN0cy1mdXJ0aGVyLXNwaWxsb3ZlctIBAA?oc=5,"Fri, 29 Dec 2023 08:00:00 GMT",Security Council discusses crisis in the Middle East; UN chief warns of conflict's 'further spillover' | Department of ...  Department of Political and Peacebuilding Affairs
Pope laments war in Holy Land on solemn Christmas Eve - Reuters.com,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2lzcmFlbC1wdXNoZXMtY29udHJvbC1ub3J0aGVybi1nYXphLWJpZGVuLW5ldGFueWFodS1kaXNjdXNzLW91dGxvb2stMjAyMy0xMi0yNC_SAQA?oc=5,"Sun, 24 Dec 2023 08:00:00 GMT",Pope laments war in Holy Land on solemn Christmas Eve  Reuters.com
"Israel seeks full control of Gaza-Egypt border, Netanyahu says - Reuters.com",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2ZpZ2h0aW5nLWJldHdlZW4taXNyYWVsaS1mb3JjZXMtaGFtYXMtcmFnZXMtYWZ0ZXItbmVhcmx5LTIwMC1raWxsZWQtZ2F6YS0yMDIzLTEyLTMwL9IBAA?oc=5,"Sun, 31 Dec 2023 08:00:00 GMT","Israel seeks full control of Gaza-Egypt border, Netanyahu says  Reuters.com"
"Gaza in 2024: Signs of more devastation, open-ended occupation - Reuters.com",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2dhemEtMjAyNC1zaWducy1tb3JlLWRldmFzdGF0aW9uLW9wZW4tZW5kZWQtb2NjdXBhdGlvbi0yMDIzLTEyLTI4L9IBAA?oc=5,"Fri, 29 Dec 2023 08:00:00 GMT","Gaza in 2024: Signs of more devastation, open-ended occupation  Reuters.com"
Israel's Netanyahu vows no let-up in war against Hamas as Gaza deaths mount - Reuters.com,https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2lzcmFlbGktYWlyc3RyaWtlcy1raWxsLWRvemVucy1nYXphLW9mZmljaWFscy1zYXktY2hyaXN0bWFzLWJsb29kc2hlZC0yMDIzLTEyLTI0L9IBAA?oc=5,"Mon, 25 Dec 2023 08:00:00 GMT",Israel's Netanyahu vows no let-up in war against Hamas as Gaza deaths mount  Reuters.com
What is Egypt's proposal for Gaza? - Reuters.com,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L3doYXQtaXMtZWd5cHRzLXByb3Bvc2FsLWdhemEtMjAyMy0xMi0yNy_SAQA?oc=5,"Wed, 27 Dec 2023 08:00:00 GMT",What is Egypt's proposal for Gaza?  Reuters.com
Egypt says it is awaiting responses on plan to end Gaza war - Reuters.com,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2VneXB0LXNheXMtaXQtaXMtYXdhaXRpbmctcmVzcG9uc2VzLXBsYW4tZW5kLWdhemEtd2FyLTIwMjMtMTItMjgv0gEA?oc=5,"Thu, 28 Dec 2023 08:00:00 GMT",Egypt says it is awaiting responses on plan to end Gaza war  Reuters.com
Israel Gaza war: Israel warns Hezbollah and Lebanon over border fighting - BBC.com,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NzgzMTQ3ONIBN2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NzgzMTQ3OC5hbXA?oc=5,"Thu, 28 Dec 2023 08:00:00 GMT",Israel Gaza war: Israel warns Hezbollah and Lebanon over border fighting  BBC.com
The Medicis of the Middle East? - Foreign Affairs Magazine,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LmZvcmVpZ25hZmZhaXJzLmNvbS91bml0ZWQtYXJhYi1lbWlyYXRlcy9tZWRpY2lzLW1pZGRsZS1lYXN00gEA?oc=5,"Fri, 29 Dec 2023 08:00:00 GMT",The Medicis of the Middle East?  Foreign Affairs Magazine
Israel expanding ground offensive into central Gaza refugee camps - BBC.com,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NzgyNTQ2NdIBN2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NzgyNTQ2NS5hbXA?oc=5,"Wed, 27 Dec 2023 08:00:00 GMT",Israel expanding ground offensive into central Gaza refugee camps  BBC.com
Fears grow of a wider Middle East conflict - The Hill,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vdGhlaGlsbC5jb20vcG9saWN5L2RlZmVuc2UvNDM3NzkzMS1pc3JhZWwtaGFtYXMtcGFsZXN0aW5pYW5zLWlyYW4taG91dGhpcy1taWRkbGUtZWFzdC1jb25mbGljdC_SAWtodHRwczovL3RoZWhpbGwuY29tL3BvbGljeS9kZWZlbnNlLzQzNzc5MzEtaXNyYWVsLWhhbWFzLXBhbGVzdGluaWFucy1pcmFuLWhvdXRoaXMtbWlkZGxlLWVhc3QtY29uZmxpY3QvYW1wLw?oc=5,"Tue, 26 Dec 2023 08:00:00 GMT",Fears grow of a wider Middle East conflict  The Hill
'Are we the baddies?' Western support for genocide in Gaza means the answer is yes - Middle East Eye,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L29waW5pb24vaXNyYWVsLXBhbGVzdGluZS13YXItYmFkZGllcy13ZXN0ZXJuLXN1cHBvcnQtZ2Vub2NpZGUtZ2F6YS15ZXPSAQA?oc=5,"Wed, 27 Dec 2023 08:00:00 GMT",'Are we the baddies?' Western support for genocide in Gaza means the answer is yes  Middle East Eye
Israel Expands Operations in Southern Gaza Amid Worsening Humanitarian Crisis - The Wall Street Journal,https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3Lndzai5jb20vd29ybGQvbWlkZGxlLWVhc3QvaXNyYWVsLWV4cGFuZHMtb3BlcmF0aW9ucy1pbi1zb3V0aGVybi1nYXphLWFtaWQtd29yc2VuaW5nLWh1bWFuaXRhcmlhbi1jcmlzaXMtMGJhNTg1YzPSAQA?oc=5,"Fri, 29 Dec 2023 08:00:00 GMT",Israel Expands Operations in Southern Gaza Amid Worsening Humanitarian Crisis  The Wall Street Journal
Israel Gaza war: Hamas says 70 killed in Israeli air strike on camp - BBC.com,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NzgxNzkzOdIBN2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NzgxNzkzOS5hbXA?oc=5,"Sun, 24 Dec 2023 08:00:00 GMT",Israel Gaza war: Hamas says 70 killed in Israeli air strike on camp  BBC.com
Israel's genocide in Gaza encapsulates the entire history of European colonialism - Middle East Eye,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L29waW5pb24vaXNyYWVsLXdhci1vbi1nYXphLWVuY2Fwc3VsYXRlcy1lbnRpcmUtaGlzdG9yeS1ldXJvcGVhbi1jb2xvbmlhbGlzbdIBAA?oc=5,"Fri, 29 Dec 2023 08:00:00 GMT",Israel's genocide in Gaza encapsulates the entire history of European colonialism  Middle East Eye
Israel's mass murder of Palestinians in Gaza began seven decades ago - Middle East Eye,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L29waW5pb24vaXNyYWVsLW1hc3MtbXVyZGVyLXBhbGVzdGluaWFucy1nYXphLWJlZ2FuLXNldmVuLWRlY2FkZXMtYWdv0gEA?oc=5,"Tue, 26 Dec 2023 08:00:00 GMT",Israel's mass murder of Palestinians in Gaza began seven decades ago  Middle East Eye
Middle East is sliding closer to the edge of a wider regional conflict - The Guardian,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS93b3JsZC8yMDIzL2RlYy8zMS9taWRkbGUtZWFzdC1zbGlkaW5nLWNsb3Nlci13aWRlci1yZWdpb25hbC1jb25mbGljdC1pc3JhZWwtaXJhbi11c9IBb2h0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS93b3JsZC8yMDIzL2RlYy8zMS9taWRkbGUtZWFzdC1zbGlkaW5nLWNsb3Nlci13aWRlci1yZWdpb25hbC1jb25mbGljdC1pc3JhZWwtaXJhbi11cw?oc=5,"Sun, 31 Dec 2023 08:00:00 GMT",Middle East is sliding closer to the edge of a wider regional conflict  The Guardian
A Fareed Zakaria GPS Special: The Road to War in the Middle East - Fareed Zakaria GPS - Podcast on CNN Audio - CNN,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmNubi5jb20vYXVkaW8vcG9kY2FzdHMvZmFyZWVkLXpha2FyaWEtZ3BzL2VwaXNvZGVzL2E3NmQ4NWIyLTRjMzAtMTFlZS1hOGYyLWUzNDM5M2Q3ZDJlNdIBAA?oc=5,"Sun, 24 Dec 2023 08:00:00 GMT",A Fareed Zakaria GPS Special: The Road to War in the Middle East - Fareed Zakaria GPS - Podcast on CNN Audio  CNN
Young Gazans hope for peace in new year as war with Israel goes on - BBC.com,https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hdi93b3JsZC1taWRkbGUtZWFzdC02Nzg1NDI0NtIBAA?oc=5,"Sun, 31 Dec 2023 08:00:00 GMT",Young Gazans hope for peace in new year as war with Israel goes on  BBC.com
Thousands of Palestinians flee central Gaza as Israeli troops advance - BBC.com,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NzgzNDQzMtIBN2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NzgzNDQzMi5hbXA?oc=5,"Thu, 28 Dec 2023 08:00:00 GMT",Thousands of Palestinians flee central Gaza as Israeli troops advance  BBC.com
Israeli airstrike in Syria kills senior Iranian Revolutionary Guards member - Reuters.com,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2lzcmFlbGktYWlyLXN0cmlrZS1zeXJpYS1raWxscy1zZW5pb3ItaXJhbmlhbi1yZXZvbHV0aW9uYXJ5LWd1YXJkcy1tZW1iZXItMjAyMy0xMi0yNS_SAQA?oc=5,"Mon, 25 Dec 2023 08:00:00 GMT",Israeli airstrike in Syria kills senior Iranian Revolutionary Guards member  Reuters.com
The Middle East Conflict That the U.S. Can't Stay Out Of - The Atlantic,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LnRoZWF0bGFudGljLmNvbS9pZGVhcy9hcmNoaXZlLzIwMjMvMTIvc3Vlei1jYW5hbC1ob3V0aGktZ2F6YS1iaWRlbi82NzY5NzMv0gEA?oc=5,"Sun, 24 Dec 2023 08:00:00 GMT",The Middle East Conflict That the U.S. Can't Stay Out Of  The Atlantic
War on Gaza: Why is Israel losing the public relations war? - Middle East Eye,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L29waW5pb24vd2FyLWdhemEtd2h5LWlzcmFlbC1sb3NpbmctcHVibGljLXJlbGF0aW9ucy13YXLSAQA?oc=5,"Wed, 27 Dec 2023 08:00:00 GMT",War on Gaza: Why is Israel losing the public relations war?  Middle East Eye
